Order,PID,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Utilities,Land_Slope,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_SF_1,BsmtFin_Type_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Val,Mo_Sold,Year_Sold,Longitude,Latitude,MS_SubClass_One_Story_1945_and_Older,MS_SubClass_One_Story_1946_and_Newer_All_Styles,MS_SubClass_One_Story_PUD_1946_and_Newer,MS_SubClass_One_and_Half_Story_Finished_All_Ages,MS_SubClass_Other,MS_SubClass_Split_Foyer,MS_SubClass_Split_or_Multilevel,MS_SubClass_Two_Family_conversion_All_Styles_and_Ages,MS_SubClass_Two_Story_1945_and_Older,MS_SubClass_Two_Story_1946_and_Newer,MS_SubClass_Two_Story_PUD_1946_and_Newer,MS_Zoning_Other,MS_Zoning_Residential_Low_Density,MS_Zoning_Residential_Medium_Density,Street_Pave,Alley_No_Alley_Access,Alley_Paved,Lot_Config_CulDSac,Lot_Config_FR2,Lot_Config_Inside,Lot_Config_Other,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Meadow_Village,Neighborhood_Mitchell,Neighborhood_North_Ames,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Other,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_South_and_West_of_Iowa_State_University,Neighborhood_Stone_Brook,Neighborhood_Timberland,Condition_1_Feedr,Condition_1_Norm,Condition_1_Other,Condition_1_PosN,Condition_1_RRAn,Condition_2_Other,Bldg_Type_OneFam,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Bldg_Type_TwoFmCon,House_Style_One_and_Half_Fin,House_Style_Other,House_Style_SFoyer,House_Style_SLvl,House_Style_Two_Story,Roof_Style_Hip,Roof_Style_Other,Roof_Matl_Other,Exterior_1st_BrkFace,Exterior_1st_CemntBd,Exterior_1st_HdBoard,Exterior_1st_MetalSd,Exterior_1st_Other,Exterior_1st_Plywood,Exterior_1st_Stucco,Exterior_1st_VinylSd,Exterior_1st_Wd Sdng,Exterior_1st_WdShing,Exterior_2nd_BrkFace,Exterior_2nd_CmentBd,Exterior_2nd_HdBoard,Exterior_2nd_MetalSd,Exterior_2nd_Other,Exterior_2nd_Plywood,Exterior_2nd_Stucco,Exterior_2nd_VinylSd,Exterior_2nd_Wd Sdng,Exterior_2nd_Wd Shng,Mas_Vnr_Type_BrkFace,Mas_Vnr_Type_Other,Mas_Vnr_Type_Stone,Mas_Vnr_Type_nan,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,BsmtFin_Type_1_BLQ,BsmtFin_Type_1_GLQ,BsmtFin_Type_1_LwQ,BsmtFin_Type_1_No_Basement,BsmtFin_Type_1_Rec,BsmtFin_Type_1_Unf,BsmtFin_SF_2_Other,Heating_Other,Central_Air_Y,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_Detchd,Garage_Type_No_Garage,Garage_Type_Other,Misc_Feature_Other,Misc_Feature_Othr,Misc_Feature_Shed,Misc_Feature_nan,Sale_Type_New,Sale_Type_Other,Sale_Type_WD ,Sale_Condition_Family,Sale_Condition_Normal,Sale_Condition_Other,Sale_Condition_Partial
1185,534104100,0,7500,3.0,3.0,2.0,2.0,6.0,4.0,2002,2002,0,2.0,2.0,3.0,2.0,1.0,7,1.0,952,952,4.0,3.0,952,860,0,1812,0,0,2,1,3,1,2.0,7,3.0,1,3.0,2.0,2,469,3.0,3.0,2.0,144,112,0,0,0,0,0.0,0.0,0,4,2008,-93.6392251,42.048726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1229,535103050,0,13700,2.0,3.0,2.0,2.0,6.0,5.0,1965,1988,288,1.0,2.0,2.0,2.0,4.0,1,1.0,410,864,2.0,3.0,902,918,0,1820,0,0,1,2,4,1,3.0,8,3.0,2,4.0,1.0,2,492,3.0,3.0,2.0,60,84,0,0,273,0,0.0,3.0,0,5,2008,-93.6167,42.048952,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2802,907290080,70,9100,3.0,3.0,2.0,2.0,6.0,4.0,2004,2005,0,2.0,2.0,3.0,2.0,1.0,3,1.0,1836,1860,4.0,3.0,1836,0,0,1836,0,0,2,0,3,1,3.0,8,3.0,1,4.0,3.0,2,484,3.0,3.0,2.0,120,33,0,0,0,0,0.0,0.0,0,10,2006,-93.681895,42.017186,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
861,907227110,60,7200,3.0,3.0,2.0,2.0,4.0,7.0,1972,2003,0,1.0,3.0,3.0,2.0,3.0,3,1.0,108,768,3.0,3.0,768,0,0,768,0,1,1,0,2,1,2.0,5,3.0,0,0.0,3.0,1,396,3.0,3.0,2.0,192,0,0,0,0,0,0.0,1.0,0,4,2009,-93.68317,42.021788,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1337,903227080,50,6000,3.0,3.0,2.0,2.0,5.0,6.0,1929,1950,0,1.0,2.0,2.0,2.0,1.0,7,1.0,862,862,2.0,3.0,950,208,0,1158,0,0,1,0,3,1,2.0,5,3.0,1,4.0,2.0,1,208,3.0,3.0,2.0,0,0,112,0,0,0,0.0,0.0,0,7,2008,-93.623514,42.033321,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2477,531376050,74,7632,2.0,3.0,2.0,2.0,6.0,4.0,2005,2005,96,2.0,2.0,3.0,2.0,1.0,7,1.0,784,784,4.0,3.0,831,754,0,1585,0,0,2,1,3,1,3.0,7,3.0,0,0.0,2.0,2,449,3.0,3.0,2.0,100,77,0,0,0,0,0.0,0.0,0,3,2006,-93.691247,42.03718,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
275,908102110,68,8842,3.0,3.0,2.0,2.0,4.0,5.0,1954,1954,0,1.0,3.0,1.0,2.0,1.0,7,1.0,381,381,4.0,3.0,992,0,0,992,0,0,1,0,3,1,2.0,6,3.0,0,0.0,1.0,1,319,3.0,3.0,2.0,60,0,56,0,0,0,0.0,1.0,0,1,2010,-93.677482,42.021245,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1272,535453040,80,8000,3.0,3.0,2.0,2.0,4.0,4.0,1962,1962,0,1.0,2.0,2.0,2.0,1.0,2,3.0,188,1027,2.0,3.0,1027,0,0,1027,0,1,1,0,3,1,2.0,6,3.0,0,0.0,1.0,1,299,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,11,2008,-93.60597,42.037006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2816,907420090,65,8767,2.0,3.0,2.0,2.0,6.0,4.0,2005,2005,0,2.0,2.0,3.0,2.0,3.0,3,1.0,1286,1310,4.0,3.0,1310,0,0,1310,0,0,2,0,3,1,3.0,6,3.0,1,4.0,3.0,2,400,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,7,2006,-93.683758,42.014593,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1254,535354200,76,12436,3.0,3.0,2.0,2.0,4.0,4.0,1957,1957,0,1.0,2.0,2.0,2.0,1.0,7,1.0,1824,1824,1.0,2.0,1824,0,0,1824,0,0,2,0,5,2,2.0,9,3.0,0,0.0,1.0,2,484,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,1,2008,-93.618457,42.03471,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
922,909276200,130,9600,2.0,2.0,2.0,2.0,4.0,6.0,1940,1950,0,2.0,3.0,2.0,1.0,1.0,6,1.0,300,728,4.0,3.0,976,332,0,1308,1,0,1,1,2,1,2.0,7,0.0,2,3.0,1.0,1,256,3.0,3.0,2.0,0,70,0,0,0,0,0.0,0.0,0,6,2009,-93.642371,42.018707,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
478,528240030,62,7984,2.0,3.0,2.0,2.0,6.0,4.0,2004,2005,200,2.0,2.0,3.0,2.0,1.0,7,1.0,868,868,4.0,3.0,868,762,0,1630,0,0,2,1,3,1,3.0,7,3.0,1,4.0,3.0,2,436,3.0,3.0,2.0,120,48,0,0,0,0,0.0,0.0,0,9,2009,-93.641772,42.061149,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
983,923275040,0,9101,2.0,3.0,2.0,2.0,4.0,5.0,1978,1978,104,1.0,3.0,3.0,2.0,3.0,3,1.0,0,1097,4.0,3.0,1110,0,0,1110,1,0,1,0,1,1,3.0,4,3.0,1,3.0,3.0,2,602,3.0,3.0,2.0,303,30,0,0,0,0,0.0,0.0,0,7,2009,-93.604928,41.988776,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2077,905377050,84,17808,3.0,3.0,2.0,2.0,2.0,4.0,1946,1950,0,1.0,2.0,2.0,2.0,1.0,7,1.0,484,484,2.0,3.0,1242,0,0,1242,0,0,1,0,2,1,2.0,4,2.0,0,0.0,1.0,1,336,3.0,3.0,0.0,0,0,0,0,0,0,0.0,0.0,0,7,2007,-93.671511,42.023021,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2820,908103310,38,7840,2.0,3.0,2.0,2.0,5.0,4.0,1975,1975,355,1.0,2.0,3.0,2.0,4.0,3,1.0,0,976,2.0,3.0,1012,0,0,1012,0,2,2,0,4,0,2.0,4,3.0,0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,0,0,0,0.0,0.0,0,10,2006,-93.675297,42.020592,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
859,907227030,36,15523,2.0,3.0,2.0,2.0,4.0,5.0,1972,1972,0,1.0,2.0,2.0,2.0,3.0,2,1.0,404,864,4.0,3.0,864,0,0,864,1,0,1,0,3,1,2.0,5,3.0,1,2.0,1.0,1,338,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,8,2009,-93.683157,42.020666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
709,902205010,50,5925,3.0,3.0,2.0,2.0,-1.0,2.0,1940,1950,0,1.0,3.0,5.0,5.0,0.0,5,0.0,0,0,1.0,2.0,612,0,0,612,0,0,1,0,1,1,2.0,4,3.0,0,0.0,1.0,1,308,3.0,2.0,0.0,0,0,25,0,0,0,0.0,0.0,0,10,2009,-93.606842,42.032301,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
393,527401160,60,9000,3.0,3.0,2.0,2.0,4.0,4.0,1974,1974,0,1.0,2.0,3.0,2.0,1.0,7,1.0,896,896,2.0,3.0,896,896,0,1792,0,0,2,2,4,2,2.0,8,3.0,0,0.0,0.0,0,0,0.0,0.0,2.0,32,45,0,0,0,0,0.0,0.0,0,9,2009,-93.625856,42.056398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
694,902103100,68,4080,3.0,3.0,2.0,2.0,5.0,7.0,1935,1998,0,1.0,2.0,2.0,2.0,1.0,7,1.0,901,901,3.0,3.0,861,517,0,1378,0,0,1,0,3,1,3.0,6,3.0,0,0.0,1.0,1,162,2.0,2.0,1.0,54,0,40,0,0,0,0.0,0.0,0,6,2009,-93.619013,42.0320748,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1992,902301030,60,9600,3.0,3.0,2.0,2.0,4.0,7.0,1925,1994,0,1.0,2.0,2.0,2.0,2.0,7,1.0,702,702,3.0,3.0,842,630,0,1472,0,0,1,0,3,1,3.0,6,3.0,0,0.0,1.0,1,250,3.0,2.0,1.0,0,0,84,0,0,0,0.0,4.0,0,7,2007,-93.617061,42.029218,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2155,907280100,90,11248,2.0,3.0,2.0,2.0,8.0,4.0,2002,2002,215,2.0,2.0,3.0,2.0,3.0,3,1.0,567,1626,4.0,3.0,1668,0,0,1668,1,0,2,0,3,1,3.0,7,3.0,1,3.0,3.0,3,702,3.0,3.0,2.0,257,45,0,0,0,0,0.0,0.0,0,7,2007,-93.679805,42.018017,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
219,905102060,75,11625,3.0,3.0,2.0,2.0,4.0,2.0,1965,1965,0,1.0,2.0,2.0,2.0,2.0,2,1.0,198,1039,4.0,3.0,1039,0,0,1039,1,0,1,1,3,1,2.0,6,3.0,0,0.0,1.0,2,504,3.0,3.0,2.0,0,0,0,0,0,0,0.0,0.0,0,4,2010,-93.673401,42.033008,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2055,905104030,70,8400,3.0,3.0,2.0,2.0,5.0,4.0,1966,1966,0,1.0,2.0,2.0,2.0,4.0,4,3.0,0,814,3.0,3.0,913,0,0,913,1,0,1,0,3,1,2.0,6,3.0,0,0.0,1.0,1,240,3.0,3.0,2.0,0,0,252,0,0,0,0.0,0.0,0,5,2007,-93.677504,42.032098,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
496,528321010,174,15138,2.0,3.0,2.0,2.0,7.0,4.0,1995,1996,506,2.0,2.0,3.0,2.0,1.0,3,1.0,773,1462,4.0,3.0,1490,1304,0,2794,1,0,2,1,4,1,4.0,9,3.0,1,3.0,3.0,3,810,3.0,3.0,2.0,0,146,202,0,0,0,0.0,0.0,0,7,2009,-93.657163,42.053911,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
733,903205040,0,8854,3.0,3.0,2.0,2.0,5.0,5.0,1916,1950,0,1.0,2.0,2.0,2.0,1.0,7,1.0,952,952,1.0,1.0,952,0,0,952,0,0,1,0,2,1,1.0,4,3.0,1,4.0,1.0,1,192,2.0,-1.0,1.0,0,98,0,0,40,0,0.0,0.0,0,5,2009,-93.626116,42.031542,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2673,903206160,69,11737,2.0,1.0,2.0,2.0,5.0,6.0,1924,1996,0,1.0,2.0,2.0,2.0,1.0,7,1.0,848,848,2.0,3.0,1017,810,0,1827,0,0,1,0,2,1,2.0,9,3.0,1,4.0,1.0,1,240,2.0,3.0,2.0,27,36,42,0,0,0,0.0,3.0,0,5,2006,-93.627385,42.030786,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1601,923228420,21,1890,3.0,3.0,2.0,2.0,2.0,6.0,1972,1972,0,1.0,3.0,3.0,2.0,3.0,1,1.0,135,630,3.0,3.0,630,0,0,630,1,0,1,0,1,1,2.0,3,3.0,0,0.0,0.0,0,0,0.0,0.0,2.0,88,0,0,0,0,0,0.0,0.0,0,6,2008,-93.603458,41.991933,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1876,534202030,0,10355,2.0,3.0,2.0,2.0,4.0,4.0,1967,1967,196,1.0,2.0,2.0,2.0,1.0,2,1.0,519,1214,2.0,3.0,1214,0,0,1214,0,0,2,0,3,1,2.0,5,3.0,1,2.0,2.0,1,318,3.0,3.0,2.0,0,111,0,0,0,0,0.0,0.0,0,7,2007,-93.626518,42.048292,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2619,535426195,47,16321,2.0,3.0,2.0,2.0,4.0,5.0,1957,1997,0,1.0,2.0,2.0,2.0,4.0,2,1.0,207,1484,2.0,3.0,1600,0,0,1600,1,0,1,0,2,1,2.0,6,3.0,2,4.0,2.0,1,319,3.0,3.0,2.0,288,258,0,0,0,0,0.0,0.0,0,12,2006,-93.605727,42.03902,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
